type,count
WA_NOT_IN_LOOP,1
SA_LOCAL_SELF_COMPARISON,1
ML_SYNC_ON_FIELD_TO_GUARD_CHANGING_THAT_FIELD,1
SF_DEAD_STORE_DUE_TO_SWITCH_FALLTHROUGH,1
FE_FLOATING_POINT_EQUALITY,1
SKIPPED_CLASS_TOO_BIG,1
UC_USELESS_VOID_METHOD,1
NP_GUARANTEED_DEREF_ON_EXCEPTION_PATH,1
NM_FIELD_NAMING_CONVENTION,1
NP_ALWAYS_NULL_EXCEPTION,1
TLW_TWO_LOCK_WAIT,1
LI_LAZY_INIT_UPDATE_STATIC,1
MS_OOI_PKGPROTECT,1
MS_MUTABLE_COLLECTION_PKGPROTECT,1
SE_NO_SERIALVERSIONID,1
UCF_USELESS_CONTROL_FLOW_NEXT_LINE,1
DLS_DEAD_STORE_OF_CLASS_LITERAL,1
